model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Fabia,2018,77000.0,Manual,8401,Petrol,145,64.2,1.0
 Octavia,2017,73333.33333333333,Manual,31391,Diesel,0,72.4,1.6
 Citigo,2016,35000.0,Manual,31357,Petrol,20,62.8,1.0
 Citigo,2017,45000.0,Manual,20868,Petrol,145,64.2,1.0
 Octavia,2014,57333.333333333336,Semi-Auto,64394,Diesel,30,62.8,2.0
 Octavia,2016,51000.0,Manual,82081,Diesel,0,74.3,1.6
 Yeti Outdoor,2017,94333.33333333333,Semi-Auto,26067,Petrol,125,51.4,1.2
 Fabia,2013,32000.0,Manual,95636,Diesel,20,67.3,1.6
 Fabia,2019,74666.66666666667,Manual,1187,Petrol,145,57.7,1.0
 Fabia,2019,78000.0,Manual,12242,Petrol,145,61.4,1.0
 Citigo,2018,54333.333333333336,Manual,17131,Petrol,150,64.2,1.0
 Yeti Outdoor,2017,84000.0,Manual,16336,Diesel,145,62.8,2.0
 Octavia,2014,48000.0,Manual,53142,Diesel,20,68.9,2.0
 Superb,2017,84000.0,Manual,47542,Diesel,150,67.3,1.6
 Superb,2019,135333.33333333334,Semi-Auto,13476,Petrol,150,36.7,1.5
 Octavia,2015,75666.66666666667,Manual,45987,Diesel,125,58.9,2.0
 Citigo,2016,42000.0,Manual,17683,Petrol,20,62.8,1.0
 Karoq,2018,103666.66666666667,Manual,13466,Petrol,145,53.3,1.0
 Yeti Outdoor,2017,87333.33333333333,Manual,17166,Diesel,30,62.8,2.0
 Octavia,2018,94666.66666666667,Manual,21148,Diesel,145,67.3,1.6
 Yeti Outdoor,2017,96333.33333333333,Semi-Auto,11647,Petrol,125,51.4,1.2
 Octavia,2018,91666.66666666667,Manual,12787,Diesel,145,68.9,1.6
 Fabia,2016,58333.333333333336,Manual,21752,Petrol,20,60.1,1.2
 Citigo,2014,40000.0,Manual,20991,Petrol,20,62.8,1.0
 Fabia,2017,54333.333333333336,Manual,30493,Diesel,0,74.3,1.4
 Octavia,2018,97333.33333333333,Manual,10218,Petrol,145,55.4,1.5
 Octavia,2016,67666.66666666667,Manual,25587,Petrol,30,55.4,1.4
 Citigo,2017,52333.333333333336,Manual,17178,Petrol,20,62.8,1.0
 Yeti Outdoor,2016,74666.66666666667,Semi-Auto,17672,Petrol,125,51.4,1.2
 Fabia,2016,46000.0,Manual,32000,Petrol,20,60.1,1.2
 Superb,2017,136333.33333333334,Semi-Auto,12369,Diesel,150,56.5,2.0
 Fabia,2018,74666.66666666667,Semi-Auto,2922,Petrol,145,61.4,1.0
 Citigo,2018,54333.333333333336,Manual,9000,Petrol,145,64.2,1.0
 Octavia,2017,116000.0,Semi-Auto,26101,Petrol,145,42.8,2.0
 Yeti Outdoor,2017,89333.33333333333,Manual,16671,Petrol,145,51.4,1.2
 Octavia,2019,90333.33333333333,Manual,14198,Petrol,145,60.1,1.0
 Octavia,2019,90333.33333333333,Manual,14828,Petrol,145,60.1,1.0
 Superb,2019,118000.0,Semi-Auto,14661,Petrol,145,36.7,1.5
 Octavia,2019,95666.66666666667,Semi-Auto,17254,Diesel,145,72.4,1.6
 Octavia,2019,90333.33333333333,Manual,14601,Petrol,145,60.1,1.0
 Fabia,2017,69666.66666666667,Semi-Auto,23788,Petrol,20,60.1,1.2
 Yeti,2016,85000.0,Manual,13368,Diesel,145,55.4,2.0
 Superb,2016,91666.66666666667,Semi-Auto,46708,Diesel,30,61.4,2.0
 Octavia,2016,67666.66666666667,Manual,31545,Petrol,30,55.4,1.4
 Fabia,2013,37000.0,Manual,14485,Petrol,125,54.3,1.2
 Superb,2019,133000.0,Manual,13500,Diesel,145,64.2,2.0
 Superb,2016,105333.33333333333,Manual,29086,Diesel,125,60.1,2.0
 Fabia,2019,101333.33333333333,Manual,4241,Petrol,145,60.1,1.0
 Yeti Outdoor,2014,73333.33333333333,Semi-Auto,43350,Diesel,205,44.8,2.0
 Yeti Outdoor,2017,94333.33333333333,Semi-Auto,26067,Petrol,125,51.4,1.2
 Fabia,2016,49333.333333333336,Manual,50701,Petrol,20,60.1,1.2
 Fabia,2018,60333.333333333336,Manual,11189,Petrol,145,57.7,1.0
 Fabia,2013,35000.0,Manual,58512,Diesel,20,67.3,1.6
 Superb,2018,161666.66666666666,Manual,6817,Diesel,145,64.2,2.0
 Superb,2017,122333.33333333333,Manual,18040,Diesel,145,68.9,2.0
 Octavia,2016,65666.66666666667,Manual,26891,Petrol,30,55.4,1.4
 Fabia,2016,58333.333333333336,Manual,17567,Petrol,20,58.9,1.2
 Citigo,2017,44000.0,Manual,24246,Petrol,20,64.2,1.0
 Citigo,2017,47000.0,Manual,36427,Petrol,150,64.2,1.0
 Fabia,2016,42000.0,Manual,44941,Petrol,20,58.8,1.0
 Octavia,2016,57333.333333333336,Manual,31080,Petrol,20,62.8,1.0
 Octavia,2015,57333.333333333336,Manual,55904,Diesel,20,70.6,2.0
 Superb,2017,105333.33333333333,Manual,15863,Diesel,145,67.3,1.6
 Fabia,2015,52333.333333333336,Manual,22000,Petrol,20,58.8,1.2
 Yeti Outdoor,2017,81000.0,Manual,37363,Petrol,145,51.4,1.2
 Citigo,2017,50333.333333333336,Manual,14812,Petrol,145,64.2,1.0
 Octavia,2019,135333.33333333334,Semi-Auto,3000,Petrol,145,44.8,1.5
 Scala,2020,137333.33333333334,Semi-Auto,100,Petrol,145,45.6,1.5
 Fabia,2017,60333.333333333336,Manual,30616,Petrol,20,60.1,1.2
 Superb,2016,92666.66666666667,Manual,38962,Diesel,20,68.9,2.0
 Yeti Outdoor,2017,94333.33333333333,Semi-Auto,16297,Petrol,125,51.4,1.2
 Superb,2017,102333.33333333333,Semi-Auto,46264,Diesel,30,62.8,2.0
 Superb,2017,108666.66666666667,Manual,22522,Diesel,20,68.9,2.0
 Superb,2019,116000.0,Semi-Auto,17708,Diesel,150,51.4,1.6
 Fabia,2017,78000.0,Semi-Auto,15771,Diesel,20,70.6,1.4
 Fabia,2018,94333.33333333333,Semi-Auto,6357,Petrol,145,60.1,1.0
 Citigo,2018,48333.333333333336,Manual,7394,Petrol,150,64.2,1.0
 Karoq,2019,217000.0,Manual,4521,Diesel,145,42.8,2.0
 Fabia,2017,59333.333333333336,Manual,39073,Diesel,20,70.6,1.4
 Fabia,2017,54333.333333333336,Manual,8467,Petrol,145,64.2,1.0
 Octavia,2017,72666.66666666667,Semi-Auto,34215,Petrol,145,56.5,1.4
 Fabia,2017,50333.333333333336,Manual,50800,Petrol,20,58.8,1.2
 Yeti Outdoor,2016,83000.0,Semi-Auto,36691,Diesel,165,51.4,2.0
 Kodiaq,2018,161666.66666666666,Automatic,27518,Diesel,150,56.5,2.0
 Citigo,2016,37000.0,Manual,28423,Petrol,20,64.2,1.0
 Yeti Outdoor,2016,80000.0,Manual,38400,Diesel,145,55.4,2.0
 Octavia,2016,101000.0,Manual,26779,Diesel,30,64.2,2.0
 Octavia,2017,116000.0,Semi-Auto,46086,Diesel,145,56.5,2.0
 Citigo,2017,47000.0,Manual,20654,Petrol,20,64.2,1.0
 Fabia,2018,67666.66666666667,Manual,18500,Petrol,145,64.2,1.0
 Scala,2019,101333.33333333333,Manual,6500,Petrol,145,49.6,1.0
 Karoq,2018,144666.66666666666,Manual,15932,Diesel,145,62.8,1.6
 Kamiq,2019,146666.66666666666,Semi-Auto,50,Petrol,145,44.1,1.5
 Octavia,2019,139333.33333333334,Manual,52,Petrol,145,51.4,1.5
 Fabia,2019,86000.0,Manual,8011,Petrol,145,57.7,1.0
 Octavia,2018,93666.66666666667,Automatic,15005,Diesel,145,72.4,1.6
 Superb,2017,94333.33333333333,Manual,7562,Petrol,30,57.7,1.4
 Scala,2019,113000.0,Manual,8875,Diesel,145,57.7,1.6
 Citigo,2016,49333.333333333336,Semi-Auto,17762,Petrol,20,62.8,1.0
 Superb,2018,143666.66666666666,Manual,9201,Diesel,145,64.2,2.0
 Fabia,2018,70666.66666666667,Manual,7507,Petrol,145,61.4,1.0
 Citigo,2013,23666.666666666668,Manual,59213,Petrol,20,62.8,1.0
 Karoq,2019,140666.66666666666,Automatic,11899,Diesel,145,62.8,1.6
 Octavia,2017,98000.0,Semi-Auto,31286,Diesel,150,62.8,2.0
 Superb,2016,99000.0,Manual,33317,Diesel,20,67.3,2.0
 Superb,2019,169000.0,Semi-Auto,3429,Petrol,145,36.7,1.5
 Fabia,2016,58333.333333333336,Manual,25503,Petrol,20,60.1,1.2
 Superb,2019,140666.66666666666,Semi-Auto,13440,Diesel,145,61.4,2.0
 Superb,2017,116000.0,Manual,17416,Diesel,150,68.9,2.0
 Citigo,2019,60333.333333333336,Manual,6432,Petrol,150,67.3,1.0
 Fabia,2018,67666.66666666667,Manual,18094,Petrol,150,64.2,1.0
 Citigo,2016,40000.0,Manual,26908,Petrol,20,64.2,1.0
 Fabia,2016,55333.333333333336,Manual,20987,Petrol,20,60.1,1.2
 Yeti,2016,77000.0,Manual,30000,Petrol,125,51.4,1.2
 Citigo,2017,50333.333333333336,Manual,17600,Petrol,145,64.2,1.0
 Superb,2017,98000.0,Manual,30893,Diesel,145,58.9,2.0
 Superb,2017,133000.0,Semi-Auto,20401,Diesel,145,61.4,2.0
 Yeti Outdoor,2014,64000.0,Manual,27709,Diesel,145,55.4,2.0
 Fabia,2016,61666.666666666664,Manual,15551,Petrol,20,58.9,1.2
 Fabia,2016,49333.333333333336,Manual,34934,Petrol,20,60.1,1.2
 Octavia,2017,78000.0,Manual,24250,Petrol,30,55.4,1.4
 Kamiq,2019,147000.0,Manual,3541,Diesel,145,56.5,1.6
 Karoq,2020,208666.66666666666,Automatic,2412,Diesel,145,62.8,1.6
 Octavia,2019,144666.66666666666,Manual,415,Diesel,145,68.9,1.6
 Scala,2020,172333.33333333334,Manual,642,Diesel,145,57.7,1.6
 Kodiaq,2019,232000.0,Automatic,512,Diesel,145,44.8,2.0
 Fabia,2017,62666.666666666664,Manual,27033,Petrol,20,60.1,1.2
 Fabia,2018,103666.66666666667,Manual,3957,Diesel,145,70.6,1.4
 Octavia,2018,125666.66666666667,Manual,7073,Diesel,145,68.9,1.6
 Octavia,2017,84000.0,Manual,24256,Diesel,150,68.9,1.6
 Fabia,2016,55333.333333333336,Manual,14500,Petrol,20,60.1,1.2
 Octavia,2018,93333.33333333333,Semi-Auto,15312,Petrol,150,57.7,1.5
 Yeti Outdoor,2017,88000.0,Manual,24546,Petrol,145,51.4,1.2
 Karoq,2019,133000.0,Manual,7723,Diesel,145,49.6,1.6
 Fabia,2017,54333.333333333336,Manual,51345,Petrol,20,60.1,1.2
 Fabia,2017,70666.66666666667,Manual,19032,Petrol,20,58.9,1.2
 Fabia,2017,60333.333333333336,Manual,18053,Petrol,20,58.8,1.2
 Octavia,2018,126666.66666666667,Semi-Auto,19212,Diesel,145,55.4,2.0
 Octavia,2017,103333.33333333333,Semi-Auto,42722,Diesel,125,60.1,2.0
 Karoq,2019,189333.33333333334,Manual,5966,Diesel,145,42.8,2.0
 Rapid,2016,48333.333333333336,Manual,45895,Petrol,30,57.7,1.2
 Fabia,2016,46000.0,Manual,37688,Petrol,20,60.1,1.2
 Superb,2017,108666.66666666667,Manual,27517,Diesel,145,67.3,1.6
 Octavia,2018,120333.33333333333,Manual,8145,Diesel,145,68.9,1.6
 Scala,2019,135333.33333333334,Manual,1037,Diesel,145,57.7,1.6
 Kodiaq,2019,220333.33333333334,Manual,3026,Diesel,145,52.3,2.0
 Yeti,2014,57333.333333333336,Manual,39407,Diesel,150,55.4,2.0
 Karoq,2019,140666.66666666666,Automatic,10675,Diesel,150,62.8,1.6
 Superb,2017,126666.66666666667,Semi-Auto,33700,Petrol,150,43.5,2.0
 Fabia,2017,70666.66666666667,Manual,34213,Petrol,150,64.2,1.0
 Fabia,2018,67666.66666666667,Manual,12497,Petrol,150,64.2,1.0
 Yeti,2016,73666.66666666667,Semi-Auto,22708,Petrol,125,51.4,1.2
 Superb,2014,43000.0,Manual,57263,Petrol,145,47.9,1.4
 Fabia,2017,59333.333333333336,Manual,6767,Petrol,145,57.7,1.0
 Fabia,2016,55333.333333333336,Semi-Auto,31202,Diesel,0,74.3,1.4
 Fabia,2017,67666.66666666667,Manual,27483,Petrol,20,60.1,1.2
 Rapid,2017,67000.0,Manual,40123,Diesel,145,74.3,1.6
 Fabia,2018,86000.0,Manual,12049,Petrol,145,64.2,1.0
 Fabia,2019,94333.33333333333,Manual,3891,Petrol,145,61.4,1.0
 Rapid,2016,57333.333333333336,Manual,37412,Diesel,0,67.3,1.6
 Fabia,2018,64666.666666666664,Manual,7971,Petrol,145,57.7,1.0
 Fabia,2018,82000.0,Manual,2743,Petrol,145,61.4,1.0
 Octavia,2019,94666.66666666667,Manual,11354,Diesel,145,68.9,1.6
 Fabia,2014,42000.0,Manual,31266,Petrol,125,54.3,1.2
 Karoq,2019,209666.66666666666,Manual,3489,Diesel,145,42.8,2.0
 Scala,2019,100333.33333333333,Manual,3250,Petrol,145,49.6,1.0
 Fabia,2017,70666.66666666667,Manual,43025,Petrol,145,58.9,1.2
 Octavia,2018,118000.0,Manual,18705,Diesel,145,62.8,2.0
 Octavia,2017,91666.66666666667,Manual,26835,Diesel,145,68.9,1.6
 Octavia,2015,56333.333333333336,Manual,44354,Diesel,0,74.3,1.6
 Octavia,2013,51000.0,Manual,37207,Diesel,0,74.3,1.6
 Octavia,2017,108666.66666666667,Manual,31074,Diesel,145,62.8,2.0
 Octavia,2018,83000.0,Manual,41484,Diesel,145,68.9,1.6
 Kamiq,2019,152666.66666666666,Manual,1510,Petrol,145,47.1,1.0
 Scala,2019,141333.33333333334,Semi-Auto,52,Petrol,145,45.6,1.5
 Kodiaq,2019,210666.66666666666,Manual,56,Diesel,145,52.3,2.0
 Fabia,2019,87000.0,Manual,4200,Petrol,145,57.7,1.0
 Superb,2016,80000.0,Manual,35282,Diesel,20,68.9,2.0
 Citigo,2016,40000.0,Manual,26189,Petrol,20,64.2,1.0
 Octavia,2017,84000.0,Manual,43422,Diesel,145,65.7,2.0
 Octavia,2016,92666.66666666667,Semi-Auto,56094,Diesel,125,56.5,2.0
 Superb,2018,108666.66666666667,Manual,34650,Diesel,145,67.3,1.6
 Kodiaq,2017,140666.66666666666,Manual,12008,Diesel,150,52.3,2.0
 Yeti,2013,57333.333333333336,Manual,33000,Diesel,205,47.1,2.0
 Karoq,2019,186333.33333333334,Automatic,5029,Petrol,145,33.2,2.0
 Kodiaq,2017,127000.0,Automatic,23000,Petrol,150,39.8,1.4
 Scala,2019,122000.0,Manual,4967,Petrol,145,49.6,1.0
 Kodiaq,2017,154333.33333333334,Automatic,27000,Diesel,150,49.6,2.0
 Fabia,2015,49333.333333333336,Semi-Auto,54539,Petrol,20,60.1,1.2
 Yeti,2015,61666.666666666664,Manual,22758,Petrol,125,51.4,1.2
 Superb,2016,113000.0,Semi-Auto,13368,Diesel,125,60.1,2.0
 Fabia,2018,64666.666666666664,Manual,14769,Petrol,145,64.2,1.0
 Octavia,2020,153333.33333333334,Manual,3964,Diesel,145,54.3,1.6
 Superb,2016,64666.666666666664,Manual,40164,Petrol,125,52.3,1.4
 Citigo,2018,52333.333333333336,Manual,17389,Petrol,145,64.2,1.0
 Kamiq,2020,122000.0,Manual,3942,Petrol,145,49.6,1.0
 Citigo,2017,47000.0,Manual,20882,Petrol,20,64.2,1.0
 Yeti Outdoor,2014,56333.333333333336,Manual,63028,Diesel,165,49.6,2.0
 Yeti Outdoor,2016,70333.33333333333,Manual,40137,Diesel,30,62.8,2.0
 Citigo,2015,30666.666666666668,Manual,58249,Petrol,20,62.8,1.0
 Fabia,2017,70666.66666666667,Semi-Auto,10460,Petrol,145,61.4,1.0
 Superb,2017,104333.33333333333,Manual,14728,Diesel,145,65.7,2.0
 Superb,2016,93666.66666666667,Manual,42132,Diesel,20,68.9,2.0
 Fabia,2014,30666.666666666668,Manual,49000,Petrol,125,51.4,1.2
 Octavia,2017,119333.33333333333,Semi-Auto,34027,Diesel,150,57.7,2.0
 Citigo,2017,47000.0,Manual,11556,Petrol,20,64.2,1.0
 Karoq,2018,135333.33333333334,Automatic,18635,Petrol,150,50.4,1.5
 Citigo,2019,50333.333333333336,Manual,37905,Petrol,150,67.3,1.0
 Citigo,2016,41000.0,Manual,16078,Petrol,20,62.8,1.0
 Yeti Outdoor,2017,78000.0,Semi-Auto,22865,Petrol,145,51.4,1.2
 Octavia,2015,67666.66666666667,Automatic,19487,Petrol,30,56.5,1.4
 Fabia,2016,55333.333333333336,Manual,25493,Petrol,20,60.1,1.2
 Fabia,2016,49333.333333333336,Manual,50701,Petrol,20,60.1,1.2
 Octavia,2016,95666.66666666667,Manual,26779,Diesel,30,64.2,2.0
 Citigo,2015,35000.0,Manual,44491,Petrol,20,62.8,1.0
 Fabia,2019,58333.333333333336,Manual,9382,Petrol,145,50.4,1.0
 Superb,2015,69333.33333333333,Manual,52064,Diesel,20,67.3,1.6
 Karoq,2018,116000.0,Manual,14432,Diesel,145,61.4,1.6
 Fabia,2013,40000.0,Semi-Auto,20360,Petrol,125,53.3,1.2
 Yeti Outdoor,2017,84000.0,Manual,28201,Petrol,125,51.4,1.2
 Superb,2019,160666.66666666666,Semi-Auto,10967,Diesel,145,48.7,2.0
 Fabia,2019,67666.66666666667,Manual,4166,Petrol,145,57.7,1.0
 Fabia,2019,67666.66666666667,Manual,3826,Petrol,145,57.7,1.0
 Karoq,2018,128000.0,Manual,13037,Petrol,145,51.4,1.5
 Fabia,2019,59333.333333333336,Manual,9451,Petrol,145,57.7,1.0
 Fabia,2015,36000.0,Manual,24958,Petrol,20,60.1,1.0
 Superb,2019,118000.0,Manual,14221,Petrol,145,40.9,1.5
 Octavia,2018,88000.0,Manual,15363,Petrol,145,57.7,1.5
 Octavia,2017,108666.66666666667,Semi-Auto,26050,Diesel,125,60.1,2.0
 Octavia,2018,87333.33333333333,Manual,41482,Diesel,145,68.9,1.6
 Citigo,2014,37000.0,Manual,25801,Petrol,0,67.3,1.0
 Fabia,2017,59333.333333333336,Manual,23902,Petrol,145,64.2,1.0
 Octavia,2017,99000.0,Semi-Auto,21327,Diesel,145,61.4,2.0
 Octavia,2017,111666.66666666667,Semi-Auto,38804,Diesel,125,58.9,2.0
 Octavia,2014,55333.333333333336,Manual,8702,Petrol,125,53.3,1.4
 Fabia,2019,71666.66666666667,Manual,6833,Petrol,145,57.7,1.0
 Yeti Outdoor,2017,92333.33333333333,Semi-Auto,8522,Petrol,125,51.4,1.2
 Karoq,2019,176333.33333333334,Automatic,13472,Petrol,150,34.5,1.5
 Octavia,2017,73333.33333333333,Manual,33300,Diesel,150,68.9,1.6
 Fabia,2017,74666.66666666667,Semi-Auto,27000,Petrol,150,61.4,1.0
 Octavia,2016,80000.0,Semi-Auto,14400,Petrol,30,58.9,1.4
 Citigo,2017,44000.0,Manual,21700,Petrol,150,64.2,1.0
 Fabia,2019,92333.33333333333,Manual,3223,Petrol,145,61.4,1.0
 Karoq,2019,169000.0,Automatic,10,Petrol,145,40.9,1.5
 Fabia,2018,74666.66666666667,Manual,5846,Petrol,150,61.4,1.0
 Fabia,2018,70666.66666666667,Manual,10861,Petrol,150,64.2,1.0
 Fabia,2017,74666.66666666667,Manual,10648,Petrol,145,58.9,1.2
 Citigo,2018,53333.333333333336,Manual,10305,Petrol,145,64.2,1.0
 Yeti,2016,77000.0,Semi-Auto,17289,Petrol,125,51.4,1.2
 Octavia,2015,75666.66666666667,Manual,37464,Diesel,30,61.4,2.0
 Citigo,2016,35000.0,Manual,34296,Petrol,0,67.3,1.0
 Yeti,2015,64000.0,Manual,51029,Diesel,145,55.4,2.0
 Rapid,2015,46000.0,Manual,44157,Petrol,30,57.7,1.2
 Yeti,2016,77000.0,Semi-Auto,6181,Petrol,125,51.4,1.2
 Fabia,2018,67666.66666666667,Manual,15088,Petrol,145,64.2,1.0
 Karoq,2018,134333.33333333334,Manual,18773,Petrol,145,51.4,1.5
 Octavia,2015,89333.33333333333,Manual,40731,Diesel,125,55.4,2.0
 Fabia,2017,52333.333333333336,Manual,18653,Petrol,145,57.7,1.0
 Fabia,2017,72666.66666666667,Manual,15085,Petrol,20,58.9,1.2
 Scala,2020,125000.0,Manual,1000,Petrol,150,49.6,1.0
 Fabia,2020,101333.33333333333,Manual,1000,Petrol,150,51.4,1.0
 Kodiaq,2020,245000.0,Automatic,2000,Diesel,150,39.2,2.0
 Superb,2018,111666.66666666667,Manual,5000,Petrol,150,40.9,1.5
 Kamiq,2019,122000.0,Manual,500,Petrol,150,47.9,1.0
 Fabia,2016,40000.0,Manual,18418,Petrol,20,60.1,1.0
 Octavia,2018,94333.33333333333,Manual,12942,Petrol,150,56.5,1.5
 Fabia,2016,49333.333333333336,Manual,41662,Petrol,20,60.1,1.2
 Karoq,2018,145666.66666666666,Automatic,20169,Petrol,150,50.4,1.5
 Fabia,2018,84000.0,Manual,9835,Petrol,150,60.1,1.0
 Superb,2016,83000.0,Semi-Auto,47901,Diesel,125,61.4,2.0
 Karoq,2018,128000.0,Manual,10200,Petrol,145,52.3,1.0
 Fabia,2018,67666.66666666667,Manual,12453,Petrol,150,64.2,1.0
 Superb,2019,114666.66666666667,Manual,10,Petrol,145,40.9,1.5
 Fabia,2019,74666.66666666667,Manual,1479,Petrol,145,57.7,1.0
 Octavia,2019,148000.0,Automatic,2000,Diesel,145,67.3,2.0
 Octavia,2015,67666.66666666667,Manual,19064,Petrol,30,53.3,1.4
 Fabia,2017,57333.333333333336,Manual,29876,Petrol,145,60.1,1.2
 Fabia,2017,57333.333333333336,Manual,26422,Petrol,145,60.1,1.2
 Octavia,2017,94666.66666666667,Semi-Auto,27188,Diesel,30,62.8,2.0
 Karoq,2019,122000.0,Manual,4917,Petrol,145,44.1,1.0
 Fabia,2016,43000.0,Manual,41480,Diesel,0,78.5,1.4
 Karoq,2018,145666.66666666666,Automatic,7812,Petrol,145,50.4,1.5
 Fabia,2017,57333.333333333336,Manual,17307,Petrol,20,60.1,1.2
 Yeti Outdoor,2017,94333.33333333333,Semi-Auto,41738,Petrol,125,51.4,1.2
 Superb,2019,154333.33333333334,Manual,3500,Diesel,145,65.7,2.0
 Yeti Outdoor,2015,83000.0,Manual,10639,Petrol,125,51.4,1.2
 Octavia,2019,116000.0,Manual,3851,Diesel,145,55.4,1.6
 Fabia,2019,90333.33333333333,Manual,10,Petrol,145,51.4,1.0
 Fabia,2019,84000.0,Manual,10,Petrol,145,57.7,1.0
 Scala,2019,122000.0,Automatic,1000,Petrol,145,45.6,1.5
 Citigo,2016,40000.0,Manual,14420,Petrol,20,62.8,1.0
 Fabia,2017,47000.0,Manual,25588,Petrol,145,64.2,1.0
 Citigo,2016,40000.0,Manual,17448,Petrol,0,67.3,1.0
 Yeti Outdoor,2016,92333.33333333333,Semi-Auto,20399,Petrol,125,51.4,1.2
 Fabia,2017,72666.66666666667,Manual,19998,Petrol,145,58.9,1.2
 Fabia,2017,62666.666666666664,Manual,15164,Petrol,145,60.1,1.2
 Yeti Outdoor,2017,114666.66666666667,Semi-Auto,6500,Petrol,125,51.4,1.2
 Fabia,2017,60333.333333333336,Manual,17006,Petrol,145,60.1,1.2
 Yeti Outdoor,2016,92333.33333333333,Semi-Auto,22599,Petrol,125,51.4,1.2
 Yeti Outdoor,2014,69333.33333333333,Manual,57532,Diesel,200,47.9,2.0
 Octavia,2014,64000.0,Manual,33196,Diesel,20,68.9,2.0
 Yeti Outdoor,2014,70333.33333333333,Manual,49942,Diesel,200,48.7,2.0
 Citigo,2017,44000.0,Manual,30098,Petrol,145,64.2,1.0
 Yeti,2016,89333.33333333333,Manual,8439,Diesel,30,62.8,2.0
 Yeti Outdoor,2016,70666.66666666667,Manual,39177,Petrol,125,51.4,1.2
 Octavia,2014,83000.0,Semi-Auto,54141,Diesel,125,56.5,2.0
 Octavia,2019,168333.33333333334,Manual,3500,Petrol,145,36.7,2.0
 Superb,2019,161666.66666666666,Manual,4500,Diesel,145,64.2,2.0
 Fabia,2019,86000.0,Manual,1500,Petrol,145,61.4,1.0
 Yeti Outdoor,2015,70333.33333333333,Manual,38805,Diesel,30,62.8,2.0
 Fabia,2017,64666.666666666664,Manual,11224,Petrol,145,64.2,1.0
 Kodiaq,2017,186333.33333333334,Automatic,20101,Petrol,145,38.2,2.0
 Citigo,2018,50333.333333333336,Manual,9600,Petrol,145,64.2,1.0
 Kamiq,2019,148666.66666666666,Automatic,1000,Petrol,145,43.5,1.5
 Superb,2019,168333.33333333334,Manual,10,Diesel,145,64.2,2.0
 Fabia,2017,78000.0,Automatic,24127,Petrol,145,60.1,1.2
 Fabia,2017,77000.0,Semi-Auto,27341,Petrol,20,60.1,1.2
 Roomster,2014,39000.0,Manual,51956,Petrol,145,49.6,1.2
 Yeti Outdoor,2016,94333.33333333333,Semi-Auto,9826,Petrol,125,51.4,1.2
 Octavia,2014,76666.66666666667,Manual,65165,Diesel,30,61.4,2.0
 Yeti Outdoor,2016,95666.66666666667,Manual,20805,Diesel,145,55.4,2.0
 Fabia,2017,64666.666666666664,Manual,15000,Petrol,145,64.2,1.0
 Karoq,2019,133000.0,Manual,2500,Diesel,145,50.4,2.0
 Kodiaq,2019,189333.33333333334,Automatic,6000,Diesel,145,49.6,2.0
 Octavia,2020,140333.33333333334,Semi-Auto,10,Petrol,150,46.3,1.5
 Fabia,2018,81000.0,Manual,10370,Petrol,150,60.1,1.0
 Fabia,2019,66666.66666666667,Manual,5665,Petrol,150,57.7,1.0
 Kamiq,2019,118000.0,Manual,1500,Petrol,145,47.9,1.0
 Karoq,2020,184666.66666666666,Automatic,1000,Petrol,145,40.9,1.5
 Fabia,2017,60333.333333333336,Manual,19000,Petrol,145,64.2,1.0
 Fabia,2018,88000.0,Semi-Auto,14700,Petrol,150,60.1,1.0
 Citigo,2014,33666.666666666664,Manual,20000,Petrol,20,62.8,1.0
 Fabia,2017,74666.66666666667,Manual,24000,Petrol,150,58.9,1.2
 Octavia,2016,70333.33333333333,Manual,31000,Diesel,0,72.4,1.6
 Kamiq,2020,173333.33333333334,Semi-Auto,4730,Petrol,145,43.5,1.5
 Octavia,2016,89333.33333333333,Semi-Auto,40135,Diesel,125,60.1,2.0
 Fabia,2018,88000.0,Semi-Auto,8233,Petrol,145,61.4,1.0
 Rapid,2015,52333.333333333336,Semi-Auto,26357,Petrol,150,48.7,1.4
 Octavia,2019,103666.66666666667,Semi-Auto,8195,Petrol,145,57.7,1.0
 Octavia,2019,105333.33333333333,Manual,14500,Diesel,145,67.3,1.6
 Fabia,2017,70666.66666666667,Manual,26000,Petrol,145,64.2,1.0
 Octavia,2017,81000.0,Manual,25000,Petrol,30,55.4,1.4
 Citigo,2017,49333.333333333336,Manual,18000,Petrol,20,64.2,1.0
 Fabia,2016,61666.666666666664,Manual,27000,Petrol,20,58.9,1.2
 Citigo,2014,24666.666666666668,Manual,51238,Petrol,20,62.8,1.0
 Fabia,2016,46000.0,Manual,20236,Petrol,20,60.1,1.2
 Kodiaq,2020,237333.33333333334,Automatic,7034,Diesel,150,39.2,2.0
 Karoq,2020,153333.33333333334,Manual,3150,Diesel,150,62.8,1.6
 Superb,2020,222333.33333333334,Semi-Auto,3623,Diesel,150,47.1,2.0
 Fabia,2019,88000.0,Manual,7908,Petrol,145,60.1,1.0
 Superb,2019,128000.0,Semi-Auto,14502,Petrol,145,36.7,1.5
 Octavia,2019,100333.33333333333,Semi-Auto,14000,Petrol,145,57.7,1.0
 Fabia,2019,92333.33333333333,Manual,2489,Petrol,145,60.1,1.0
 Octavia,2019,143666.66666666666,Semi-Auto,10,Diesel,145,53.3,2.0
 Kodiaq,2019,227666.66666666666,Automatic,6200,Diesel,150,37.2,2.0
 Superb,2019,142333.33333333334,Semi-Auto,4955,Petrol,145,36.7,1.5
